# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092100, 03, WNV3,   0, 342N,  321W,  60,  995, XX,  34, NEQ,   60,   70,   40,   50,     ,     ,  15,
AL, 06, 2026092100, 03, WNV3,   0, 342N,  321W,  60,  995, XX,  50, NEQ,   20,     ,     ,   20,     ,     ,  15,
AL, 06, 2026092100, 03, WNV3,   6, 340N,  319W,  55,  997, XX,  34, NEQ,   50,   49,   48,   53,     ,     ,  16,
AL, 06, 2026092100, 03, WNV3,   6, 340N,  319W,  55,  997, XX,  50, NEQ,   14,   15,   10,   11,     ,     ,  16,
AL, 06, 2026092100, 03, WNV3,  12, 336N,  318W,  47, 1002, XX,  34, NEQ,   59,   46,   42,   61,     ,     ,  25,
AL, 06, 2026092100, 03, WNV3,  12, 336N,  318W,  47, 1002, XX,  50, NEQ,    6,    2,    1,    2,     ,     ,  25,
AL, 06, 2026092100, 03, WNV3,  18, 332N,  321W,  43, 1004, XX,  34, NEQ,   59,   36,   34,   61,     ,     ,  31,
AL, 06, 2026092100, 03, WNV3,  18, 332N,  321W,  43, 1004, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  31,
AL, 06, 2026092100, 03, WNV3,  24, 325N,  326W,  39, 1007, XX,  34, NEQ,   42,   23,   19,   51,     ,     ,  39,
AL, 06, 2026092100, 03, WNV3,  30, 320N,  333W,  37, 1008, XX,  34, NEQ,   38,   17,   14,   34,     ,     ,  42,
AL, 06, 2026092100, 03, WNV3,  36, 313N,  342W,  35, 1009, XX,  34, NEQ,   18,    7,    5,   18,     ,     ,  42,
AL, 06, 2026092100, 03, WNV3,  42, 309N,  350W,  31, 1010, XX,  34, NEQ,    5,    2,    1,    7,     ,     ,  46,
AL, 06, 2026092100, 03, WNV3,  48, 304N,  359W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    1,     ,     ,  50,
AL, 06, 2026092100, 03, WNV3,  54, 301N,  369W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    1,     ,     ,  52,
AL, 06, 2026092100, 03, WNV3,  60, 298N,  379W,  29, 1010, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  52,
AL, 06, 2026092100, 03, WNV3,  66, 295N,  388W,  28, 1010, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  53,
AL, 06, 2026092100, 03, WNV3,  72, 293N,  397W,  28, 1011, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  59,
AL, 06, 2026092100, 03, WNV3,  78, 292N,  407W,  30, 1010, XX,  34, NEQ,    7,    1,    1,    2,     ,     ,  58,
AL, 06, 2026092100, 03, WNV3,  84, 291N,  415W,  28, 1011, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  57,
AL, 06, 2026092100, 03, WNV3,  90, 292N,  422W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  57,
AL, 06, 2026092100, 03, WNV3,  96, 293N,  429W,  25, 1012, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  54,
AL, 06, 2026092100, 03, WNV3, 102, 293N,  436W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  53,
AL, 06, 2026092100, 03, WNV3, 108, 295N,  442W,  25, 1012, XX,  34, NEQ,    2,    0,    0,    1,     ,     ,  56,
AL, 06, 2026092100, 03, WNV3, 114, 297N,  445W,  26, 1012, XX,  34, NEQ,    2,    1,    1,    2,     ,     ,  53,
EP, 16, 2026092100, 03, WNV3,   0, 128N, 1273W,  45, 1002, XX,  34, NEQ,   60,     ,     ,   40,     ,     ,  50,
EP, 16, 2026092100, 03, WNV3,   6, 132N, 1285W,  42, 1001, XX,  34, NEQ,   50,   39,   16,   30,     ,     ,  34,
EP, 16, 2026092100, 03, WNV3,   6, 132N, 1285W,  42, 1001, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  34,
EP, 16, 2026092100, 03, WNV3,  12, 136N, 1293W,  46,  999, XX,  34, NEQ,   75,   67,   38,   56,     ,     ,  35,
EP, 16, 2026092100, 03, WNV3,  12, 136N, 1293W,  46,  999, XX,  50, NEQ,    6,    4,    3,    3,     ,     ,  35,
EP, 16, 2026092100, 03, WNV3,  18, 141N, 1300W,  47, 1000, XX,  34, NEQ,   79,   72,   39,   57,     ,     ,  36,
EP, 16, 2026092100, 03, WNV3,  18, 141N, 1300W,  47, 1000, XX,  50, NEQ,    7,    4,    2,    4,     ,     ,  36,
EP, 16, 2026092100, 03, WNV3,  24, 145N, 1305W,  47,  999, XX,  34, NEQ,   75,   69,   34,   52,     ,     ,  39,
EP, 16, 2026092100, 03, WNV3,  24, 145N, 1305W,  47,  999, XX,  50, NEQ,    8,    6,    2,    2,     ,     ,  39,
EP, 16, 2026092100, 03, WNV3,  30, 149N, 1307W,  49,  998, XX,  34, NEQ,   77,   71,   42,   52,     ,     ,  37,
EP, 16, 2026092100, 03, WNV3,  30, 149N, 1307W,  49,  998, XX,  50, NEQ,   10,    7,    3,    4,     ,     ,  37,
EP, 16, 2026092100, 03, WNV3,  30, 149N, 1307W,  49,  998, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  37,
EP, 16, 2026092100, 03, WNV3,  36, 150N, 1308W,  52,  996, XX,  34, NEQ,   74,   77,   49,   54,     ,     ,  38,
EP, 16, 2026092100, 03, WNV3,  36, 150N, 1308W,  52,  996, XX,  50, NEQ,   17,   16,    8,    9,     ,     ,  38,
EP, 16, 2026092100, 03, WNV3,  36, 150N, 1308W,  52,  996, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  38,
EP, 16, 2026092100, 03, WNV3,  42, 151N, 1304W,  56,  994, XX,  34, NEQ,   81,   88,   60,   61,     ,     ,  35,
EP, 16, 2026092100, 03, WNV3,  42, 151N, 1304W,  56,  994, XX,  50, NEQ,   27,   25,   12,   13,     ,     ,  35,
EP, 16, 2026092100, 03, WNV3,  42, 151N, 1304W,  56,  994, XX,  64, NEQ,    3,    2,    1,    1,     ,     ,  35,
EP, 16, 2026092100, 03, WNV3,  48, 152N, 1300W,  57,  992, XX,  34, NEQ,   77,   91,   62,   56,     ,     ,  32,
EP, 16, 2026092100, 03, WNV3,  48, 152N, 1300W,  57,  992, XX,  50, NEQ,   27,   26,   16,   17,     ,     ,  32,
EP, 16, 2026092100, 03, WNV3,  48, 152N, 1300W,  57,  992, XX,  64, NEQ,    5,    3,    2,    2,     ,     ,  32,
EP, 16, 2026092100, 03, WNV3,  54, 153N, 1294W,  59,  991, XX,  34, NEQ,   79,   93,   66,   61,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  54, 153N, 1294W,  59,  991, XX,  50, NEQ,   33,   32,   22,   22,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  54, 153N, 1294W,  59,  991, XX,  64, NEQ,    6,    6,    4,    4,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  60, 153N, 1288W,  63,  989, XX,  34, NEQ,   86,   99,   70,   66,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  60, 153N, 1288W,  63,  989, XX,  50, NEQ,   34,   33,   23,   23,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  60, 153N, 1288W,  63,  989, XX,  64, NEQ,    9,    8,    5,    5,     ,     ,  31,
EP, 16, 2026092100, 03, WNV3,  66, 154N, 1282W,  63,  989, XX,  34, NEQ,   86,   96,   69,   68,     ,     ,  29,
EP, 16, 2026092100, 03, WNV3,  66, 154N, 1282W,  63,  989, XX,  50, NEQ,   37,   34,   24,   26,     ,     ,  29,
EP, 16, 2026092100, 03, WNV3,  66, 154N, 1282W,  63,  989, XX,  64, NEQ,    9,    8,    6,    6,     ,     ,  29,
