# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092012, 03, FNV3,   0, 340N,  331W,  45, 1004, XX,  34, NEQ,   40,   40,     ,     ,     ,     ,  30,
AL, 06, 2026092012, 03, FNV3,   6, 343N,  328W,  60,  992, XX,  34, NEQ,   51,   52,   35,   37,     ,     ,  13,
AL, 06, 2026092012, 03, FNV3,   6, 343N,  328W,  60,  992, XX,  50, NEQ,   14,   14,    8,    9,     ,     ,  13,
AL, 06, 2026092012, 03, FNV3,   6, 343N,  328W,  60,  992, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  13,
AL, 06, 2026092012, 03, FNV3,  12, 343N,  322W,  59,  993, XX,  34, NEQ,   54,   57,   44,   43,     ,     ,  17,
AL, 06, 2026092012, 03, FNV3,  12, 343N,  322W,  59,  993, XX,  50, NEQ,   17,   20,   11,   12,     ,     ,  17,
AL, 06, 2026092012, 03, FNV3,  12, 343N,  322W,  59,  993, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  17,
AL, 06, 2026092012, 03, FNV3,  18, 342N,  321W,  50,  997, XX,  34, NEQ,   44,   43,   36,   39,     ,     ,  25,
AL, 06, 2026092012, 03, FNV3,  18, 342N,  321W,  50,  997, XX,  50, NEQ,    6,    7,    4,    4,     ,     ,  25,
AL, 06, 2026092012, 03, FNV3,  24, 339N,  320W,  44, 1002, XX,  34, NEQ,   42,   33,   28,   40,     ,     ,  34,
AL, 06, 2026092012, 03, FNV3,  24, 339N,  320W,  44, 1002, XX,  50, NEQ,    3,    1,    2,    1,     ,     ,  34,
AL, 06, 2026092012, 03, FNV3,  30, 335N,  322W,  41, 1004, XX,  34, NEQ,   43,   31,   27,   40,     ,     ,  38,
AL, 06, 2026092012, 03, FNV3,  30, 335N,  322W,  41, 1004, XX,  50, NEQ,    2,    0,    1,    0,     ,     ,  38,
