# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025101106, 03, FNV3,   0, 235N,  637W,  51, 1004, XX,  34, NEQ,  150,  180,     ,     ,     ,     ,  90,
AL, 10, 2025101106, 03, FNV3,   0, 235N,  637W,  51, 1004, XX,  50, NEQ,     ,  120,     ,     ,     ,     ,  90,
AL, 10, 2025101106, 03, FNV3,   6, 257N,  640W,  37, 1004, XX,  34, NEQ,   41,   34,   18,   21,     ,     ,  63,
AL, 10, 2025101106, 03, FNV3,  12, 271N,  638W,  38, 1003, XX,  34, NEQ,   65,   50,   29,   32,     ,     ,  69,
AL, 10, 2025101106, 03, FNV3,  18, 282N,  635W,  37, 1004, XX,  34, NEQ,   35,   36,   10,   11,     ,     ,  65,
AL, 10, 2025101106, 03, FNV3,  24, 293N,  631W,  37, 1003, XX,  34, NEQ,   48,   49,   27,   30,     ,     ,  62,
EP, 17, 2025101106, 03, FNV3,   0, 205N, 1085W,  41, 1002, XX,  34, NEQ,  120,   20,   30,   30,     ,     ,  15,
EP, 17, 2025101106, 03, FNV3,   6, 212N, 1089W,  37, 1003, XX,  34, NEQ,   26,   20,   14,   21,     ,     ,  30,
EP, 17, 2025101106, 03, FNV3,   6, 212N, 1089W,  37, 1003, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  30,
EP, 17, 2025101106, 03, FNV3,  12, 223N, 1095W,  31, 1004, XX,  34, NEQ,   12,    9,    6,    8,     ,     ,  37,
EP, 17, 2025101106, 03, FNV3,  18, 234N, 1100W,  29, 1004, XX,  34, NEQ,    5,    4,    3,    4,     ,     ,  35,
EP, 17, 2025101106, 03, FNV3,  24, 251N, 1103W,  32, 1002, XX,  34, NEQ,   18,   14,   11,   12,     ,     ,  42,
EP, 17, 2025101106, 03, FNV3,  30, 268N, 1105W,  31, 1002, XX,  34, NEQ,    6,    5,    1,    2,     ,     ,  45,
WP, 29, 2025101106, 03, FNV3,   0, 277N, 1310E,  35, 1000, XX,  34, NEQ,     ,   70,   50,     ,     ,     ,  30,
WP, 29, 2025101106, 03, FNV3,   6, 284N, 1316E,  50,  990, XX,  34, NEQ,   75,   80,   60,   58,     ,     ,  28,
WP, 29, 2025101106, 03, FNV3,   6, 284N, 1316E,  50,  990, XX,  50, NEQ,    9,   10,    6,    5,     ,     ,  28,
WP, 29, 2025101106, 03, FNV3,  12, 294N, 1325E,  56,  987, XX,  34, NEQ,   81,   86,   62,   61,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  12, 294N, 1325E,  56,  987, XX,  50, NEQ,   15,   21,    9,    9,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  12, 294N, 1325E,  56,  987, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  18, 302N, 1337E,  62,  982, XX,  34, NEQ,   86,   95,   73,   67,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  18, 302N, 1337E,  62,  982, XX,  50, NEQ,   27,   31,   21,   21,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  18, 302N, 1337E,  62,  982, XX,  64, NEQ,    7,    7,    6,    6,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  24, 310N, 1350E,  63,  982, XX,  34, NEQ,   96,  110,   85,   75,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  24, 310N, 1350E,  63,  982, XX,  50, NEQ,   37,   41,   30,   29,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  24, 310N, 1350E,  63,  982, XX,  64, NEQ,    9,   10,    7,    8,     ,     ,  20,
WP, 29, 2025101106, 03, FNV3,  30, 317N, 1367E,  66,  979, XX,  34, NEQ,  111,  125,  102,   90,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  30, 317N, 1367E,  66,  979, XX,  50, NEQ,   45,   50,   38,   36,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  30, 317N, 1367E,  66,  979, XX,  64, NEQ,   15,   14,   12,   12,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  36, 324N, 1384E,  66,  978, XX,  34, NEQ,  117,  136,  110,   94,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  36, 324N, 1384E,  66,  978, XX,  50, NEQ,   51,   59,   44,   41,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  36, 324N, 1384E,  66,  978, XX,  64, NEQ,   15,   17,   13,   13,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  42, 332N, 1406E,  66,  978, XX,  34, NEQ,  117,  138,  111,   94,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  42, 332N, 1406E,  66,  978, XX,  50, NEQ,   50,   55,   43,   40,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  42, 332N, 1406E,  66,  978, XX,  64, NEQ,   11,   15,    9,    9,     ,     ,  22,
WP, 29, 2025101106, 03, FNV3,  48, 340N, 1430E,  68,  975, XX,  34, NEQ,  124,  148,  120,  100,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  48, 340N, 1430E,  68,  975, XX,  50, NEQ,   58,   63,   51,   46,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  48, 340N, 1430E,  68,  975, XX,  64, NEQ,   18,   20,   14,   14,     ,     ,  21,
WP, 29, 2025101106, 03, FNV3,  54, 346N, 1458E,  68,  976, XX,  34, NEQ,  133,  155,  131,  112,     ,     ,  25,
WP, 29, 2025101106, 03, FNV3,  54, 346N, 1458E,  68,  976, XX,  50, NEQ,   70,   76,   63,   58,     ,     ,  25,
WP, 29, 2025101106, 03, FNV3,  54, 346N, 1458E,  68,  976, XX,  64, NEQ,   21,   24,   18,   18,     ,     ,  25,
WP, 29, 2025101106, 03, FNV3,  60, 351N, 1488E,  70,  975, XX,  34, NEQ,  143,  163,  136,  121,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  60, 351N, 1488E,  70,  975, XX,  50, NEQ,   76,   80,   66,   63,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  60, 351N, 1488E,  70,  975, XX,  64, NEQ,   24,   26,   19,   19,     ,     ,  24,
WP, 29, 2025101106, 03, FNV3,  66, 354N, 1521E,  64,  978, XX,  34, NEQ,  159,  172,  146,  137,     ,     ,  29,
WP, 29, 2025101106, 03, FNV3,  66, 354N, 1521E,  64,  978, XX,  50, NEQ,   69,   73,   58,   56,     ,     ,  29,
WP, 29, 2025101106, 03, FNV3,  66, 354N, 1521E,  64,  978, XX,  64, NEQ,   12,   14,    9,    8,     ,     ,  29,
WP, 29, 2025101106, 03, FNV3,  72, 355N, 1554E,  59,  983, XX,  34, NEQ,  156,  166,  140,  135,     ,     ,  32,
WP, 29, 2025101106, 03, FNV3,  72, 355N, 1554E,  59,  983, XX,  50, NEQ,   53,   56,   43,   42,     ,     ,  32,
WP, 29, 2025101106, 03, FNV3,  72, 355N, 1554E,  59,  983, XX,  64, NEQ,    5,    7,    3,    4,     ,     ,  32,
