# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 10, 2025101118, 03, FNV3,   0, 270N,  637W,  41, 1006, XX,  34, NEQ,  150,  210,     ,     ,     ,     ,  90,
AL, 10, 2025101118, 03, FNV3,   6, 280N,  632W,  40, 1002, XX,  34, NEQ,   55,   42,   22,   21,     ,     ,  67,
AL, 10, 2025101118, 03, FNV3,  12, 290N,  629W,  42, 1002, XX,  34, NEQ,   77,   63,   41,   44,     ,     ,  66,
AL, 10, 2025101118, 03, FNV3,  12, 290N,  629W,  42, 1002, XX,  50, NEQ,    3,    0,    0,    0,     ,     ,  66,
AL, 10, 2025101118, 03, FNV3,  18, 297N,  624W,  39, 1003, XX,  34, NEQ,   47,   42,   20,   23,     ,     ,  63,
AL, 10, 2025101118, 03, FNV3,  24, 304N,  615W,  37, 1004, XX,  34, NEQ,   53,   55,   29,   30,     ,     ,  64,
AL, 10, 2025101118, 03, FNV3,  30, 310N,  608W,  37, 1004, XX,  34, NEQ,   54,   48,   31,   34,     ,     ,  54,
AL, 10, 2025101118, 03, FNV3,  36, 312N,  596W,  39, 1003, XX,  34, NEQ,   61,   64,   44,   44,     ,     ,  58,
AL, 10, 2025101118, 03, FNV3,  36, 312N,  596W,  39, 1003, XX,  50, NEQ,    0,    3,    3,    0,     ,     ,  58,
EP, 17, 2025101118, 03, FNV3,   0, 219N, 1096W,  29, 1005, XX,  34, NEQ,     ,     ,     ,     ,     ,     ,  25,
EP, 17, 2025101118, 03, FNV3,   6, 228N, 1100W,  30, 1004, XX,  34, NEQ,    9,    6,    4,    5,     ,     ,  32,
EP, 17, 2025101118, 03, FNV3,  12, 240N, 1101W,  29, 1004, XX,  34, NEQ,    7,    5,    3,    4,     ,     ,  38,
EP, 17, 2025101118, 03, FNV3,  18, 257N, 1105W,  32, 1003, XX,  34, NEQ,   19,   15,    9,   10,     ,     ,  47,
EP, 17, 2025101118, 03, FNV3,  24, 274N, 1108W,  28, 1003, XX,  34, NEQ,   10,    8,    4,    5,     ,     ,  57,
WP, 29, 2025101118, 03, FNV3,   0, 293N, 1318E,  54,  993, XX,  34, NEQ,   45,   45,   25,   20,     ,     ,  25,
WP, 29, 2025101118, 03, FNV3,   6, 302N, 1337E,  55,  987, XX,  34, NEQ,   80,   84,   64,   63,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,   6, 302N, 1337E,  55,  987, XX,  50, NEQ,   14,   20,   12,   10,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,   6, 302N, 1337E,  55,  987, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,  12, 311N, 1351E,  61,  984, XX,  34, NEQ,   91,  103,   79,   71,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  12, 311N, 1351E,  61,  984, XX,  50, NEQ,   27,   35,   21,   20,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  12, 311N, 1351E,  61,  984, XX,  64, NEQ,    5,    6,    3,    3,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  18, 317N, 1368E,  63,  982, XX,  34, NEQ,  101,  116,   92,   80,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,  18, 317N, 1368E,  63,  982, XX,  50, NEQ,   37,   43,   31,   29,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,  18, 317N, 1368E,  63,  982, XX,  64, NEQ,   10,   10,    7,    7,     ,     ,  23,
WP, 29, 2025101118, 03, FNV3,  24, 324N, 1386E,  66,  979, XX,  34, NEQ,  112,  130,  103,   90,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  24, 324N, 1386E,  66,  979, XX,  50, NEQ,   52,   57,   44,   41,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  24, 324N, 1386E,  66,  979, XX,  64, NEQ,   14,   16,   11,   11,     ,     ,  19,
WP, 29, 2025101118, 03, FNV3,  30, 331N, 1408E,  69,  976, XX,  34, NEQ,  115,  136,  110,   93,     ,     ,  20,
