# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092418, 03, WNV3,   0, 298N,  415W,  45, 1005, XX,  34, NEQ,   70,   20,   20,   60,     ,     ,  50,
AL, 06, 2026092418, 03, WNV3,   6, 301N,  418W,  46, 1002, XX,  34, NEQ,   36,   23,   11,   26,     ,     ,  18,
AL, 06, 2026092418, 03, WNV3,   6, 301N,  418W,  46, 1002, XX,  50, NEQ,    1,    1,    0,    1,     ,     ,  18,
AL, 06, 2026092418, 03, WNV3,  12, 302N,  422W,  52,  999, XX,  34, NEQ,   37,   26,   13,   25,     ,     ,  12,
AL, 06, 2026092418, 03, WNV3,  12, 302N,  422W,  52,  999, XX,  50, NEQ,    7,    4,    2,    4,     ,     ,  12,
AL, 06, 2026092418, 03, WNV3,  18, 301N,  426W,  50, 1000, XX,  34, NEQ,   36,   24,   15,   28,     ,     ,  13,
AL, 06, 2026092418, 03, WNV3,  18, 301N,  426W,  50, 1000, XX,  50, NEQ,    6,    3,    1,    3,     ,     ,  13,
AL, 06, 2026092418, 03, WNV3,  24, 300N,  432W,  46, 1004, XX,  34, NEQ,   32,   24,   14,   25,     ,     ,  20,
AL, 06, 2026092418, 03, WNV3,  24, 300N,  432W,  46, 1004, XX,  50, NEQ,    3,    2,    1,    2,     ,     ,  20,
AL, 06, 2026092418, 03, WNV3,  30, 299N,  437W,  42, 1006, XX,  34, NEQ,   25,   18,   12,   20,     ,     ,  22,
AL, 06, 2026092418, 03, WNV3,  30, 299N,  437W,  42, 1006, XX,  50, NEQ,    1,    0,    0,    1,     ,     ,  22,
AL, 06, 2026092418, 03, WNV3,  36, 298N,  442W,  37, 1007, XX,  34, NEQ,   16,   13,    8,   12,     ,     ,  29,
