# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2026090512, 03, WNV3,   0, 215N, 1427W,  64,  985, XX,  34, NEQ,  120,  110,  110,  110,     ,     ,  25,
EP, 11, 2026090512, 03, WNV3,   0, 215N, 1427W,  64,  985, XX,  50, NEQ,   60,   60,   60,   60,     ,     ,  25,
EP, 11, 2026090512, 03, WNV3,   0, 215N, 1427W,  64,  985, XX,  64, NEQ,   30,   30,   25,   30,     ,     ,  25,
EP, 11, 2026090512, 03, WNV3,   6, 215N, 1434W,  55,  991, XX,  34, NEQ,  112,   85,   74,  107,     ,     ,  31,
EP, 11, 2026090512, 03, WNV3,   6, 215N, 1434W,  55,  991, XX,  50, NEQ,   49,   37,   28,   39,     ,     ,  31,
EP, 11, 2026090512, 03, WNV3,  12, 218N, 1437W,  53,  991, XX,  34, NEQ,  115,   90,   75,  107,     ,     ,  30,
EP, 11, 2026090512, 03, WNV3,  12, 218N, 1437W,  53,  991, XX,  50, NEQ,   46,   36,   27,   37,     ,     ,  30,
EP, 11, 2026090512, 03, WNV3,  18, 222N, 1440W,  51,  994, XX,  34, NEQ,  114,   87,   68,  101,     ,     ,  37,
EP, 11, 2026090512, 03, WNV3,  18, 222N, 1440W,  51,  994, XX,  50, NEQ,   25,   17,   11,   17,     ,     ,  37,
EP, 11, 2026090512, 03, WNV3,  24, 225N, 1444W,  49,  995, XX,  34, NEQ,  112,   85,   63,   97,     ,     ,  38,
EP, 11, 2026090512, 03, WNV3,  24, 225N, 1444W,  49,  995, XX,  50, NEQ,   16,   11,    8,   11,     ,     ,  38,
EP, 11, 2026090512, 03, WNV3,  30, 227N, 1449W,  42,  999, XX,  34, NEQ,   79,   55,   41,   64,     ,     ,  42,
EP, 11, 2026090512, 03, WNV3,  30, 227N, 1449W,  42,  999, XX,  50, NEQ,    3,    1,    0,    1,     ,     ,  42,
EP, 11, 2026090512, 03, WNV3,  36, 228N, 1456W,  38, 1001, XX,  34, NEQ,   60,   35,   29,   49,     ,     ,  46,
EP, 11, 2026090512, 03, WNV3,  36, 228N, 1456W,  38, 1001, XX,  50, NEQ,    1,    0,    0,    0,     ,     ,  46,
EP, 11, 2026090512, 03, WNV3,  42, 228N, 1463W,  34, 1003, XX,  34, NEQ,   32,   15,   13,   21,     ,     ,  53,
EP, 11, 2026090512, 03, WNV3,  48, 228N, 1472W,  32, 1004, XX,  34, NEQ,   18,    3,    3,    8,     ,     ,  60,
EP, 11, 2026090512, 03, WNV3,  54, 227N, 1483W,  30, 1005, XX,  34, NEQ,    7,    0,    0,    1,     ,     ,  64,
EP, 11, 2026090512, 03, WNV3,  60, 230N, 1498W,  29, 1006, XX,  34, NEQ,    2,    1,    0,    1,     ,     ,  63,
EP, 11, 2026090512, 03, WNV3,  66, 233N, 1513W,  27, 1006, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  61,
EP, 11, 2026090512, 03, WNV3,  72, 239N, 1527W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  52,
EP, 12, 2026090512, 03, WNV3,   0, 134N, 1624W, 130,  931, XX,  34, NEQ,  140,  110,  100,  140,     ,     ,  15,
EP, 12, 2026090512, 03, WNV3,   0, 134N, 1624W, 130,  931, XX,  50, NEQ,   80,   70,   60,   70,     ,     ,  15,
EP, 12, 2026090512, 03, WNV3,   0, 134N, 1624W, 130,  931, XX,  64, NEQ,   50,   40,   40,   40,     ,     ,  15,
