# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 11, 2026090500, 03, WNV3,   0, 206N, 1416W,  76,  978, XX,  34, NEQ,  130,   90,   80,  130,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,   0, 206N, 1416W,  76,  978, XX,  50, NEQ,   60,   50,   40,   60,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,   0, 206N, 1416W,  76,  978, XX,  64, NEQ,   30,   30,   25,   35,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,   6, 210N, 1423W,  62,  987, XX,  34, NEQ,  112,   85,   73,  106,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,   6, 210N, 1423W,  62,  987, XX,  50, NEQ,   59,   47,   36,   51,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,   6, 210N, 1423W,  62,  987, XX,  64, NEQ,   10,    5,    4,    5,     ,     ,  25,
EP, 11, 2026090500, 03, WNV3,  12, 212N, 1428W,  61,  987, XX,  34, NEQ,  112,   86,   75,  107,     ,     ,  28,
EP, 11, 2026090500, 03, WNV3,  12, 212N, 1428W,  61,  987, XX,  50, NEQ,   60,   47,   36,   50,     ,     ,  28,
EP, 11, 2026090500, 03, WNV3,  12, 212N, 1428W,  61,  987, XX,  64, NEQ,    6,    4,    3,    4,     ,     ,  28,
EP, 11, 2026090500, 03, WNV3,  18, 216N, 1433W,  55,  991, XX,  34, NEQ,  110,   85,   75,  104,     ,     ,  31,
EP, 11, 2026090500, 03, WNV3,  18, 216N, 1433W,  55,  991, XX,  50, NEQ,   50,   40,   30,   41,     ,     ,  31,
EP, 11, 2026090500, 03, WNV3,  18, 216N, 1433W,  55,  991, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  31,
EP, 11, 2026090500, 03, WNV3,  24, 219N, 1437W,  52,  993, XX,  34, NEQ,  115,   87,   68,  106,     ,     ,  31,
EP, 11, 2026090500, 03, WNV3,  24, 219N, 1437W,  52,  993, XX,  50, NEQ,   33,   24,   17,   25,     ,     ,  31,
EP, 11, 2026090500, 03, WNV3,  30, 222N, 1440W,  49,  995, XX,  34, NEQ,  113,   86,   65,   98,     ,     ,  37,
