# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 07, 2026080200, 03, FNV3,   0, 234N, 1355W,  41, 1004, XX,  34, NEQ,  120,   40,   40,  120,     ,     ,  25,
EP, 07, 2026080200, 03, FNV3,   6, 238N, 1367W,  38, 1005, XX,  34, NEQ,   42,   26,   17,   30,     ,     ,  32,
EP, 07, 2026080200, 03, FNV3,  12, 242N, 1379W,  35, 1006, XX,  34, NEQ,   25,    9,    5,   13,     ,     ,  41,
EP, 07, 2026080200, 03, FNV3,  18, 247N, 1391W,  32, 1006, XX,  34, NEQ,   10,    2,    1,    4,     ,     ,  46,
EP, 07, 2026080200, 03, FNV3,  24, 251N, 1401W,  32, 1007, XX,  34, NEQ,   14,    3,    2,    6,     ,     ,  49,
EP, 07, 2026080200, 03, FNV3,  30, 254N, 1411W,  31, 1007, XX,  34, NEQ,    4,    1,    1,    3,     ,     ,  52,
EP, 07, 2026080200, 03, FNV3,  36, 258N, 1423W,  30, 1006, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  50,
EP, 07, 2026080200, 03, FNV3,  42, 260N, 1433W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  59,
EP, 07, 2026080200, 03, FNV3,  48, 264N, 1439W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  57,
WP, 12, 2026080200, 03, FNV3,   0, 227N, 1535E, 124,  931, XX,  34, NEQ,  240,  180,  150,  210,     ,     ,  20,
WP, 12, 2026080200, 03, FNV3,   6, 232N, 1522E, 112,  937, XX,  34, NEQ,  195,  171,  147,  174,     ,     ,  16,
WP, 12, 2026080200, 03, FNV3,   6, 232N, 1522E, 112,  937, XX,  50, NEQ,   99,   87,   73,   86,     ,     ,  16,
WP, 12, 2026080200, 03, FNV3,   6, 232N, 1522E, 112,  937, XX,  64, NEQ,   53,   48,   40,   47,     ,     ,  16,
WP, 12, 2026080200, 03, FNV3,  12, 236N, 1509E, 112,  936, XX,  34, NEQ,  200,  174,  156,  180,     ,     ,  18,
WP, 12, 2026080200, 03, FNV3,  12, 236N, 1509E, 112,  936, XX,  50, NEQ,   97,   87,   74,   88,     ,     ,  18,
WP, 12, 2026080200, 03, FNV3,  12, 236N, 1509E, 112,  936, XX,  64, NEQ,   56,   51,   43,   50,     ,     ,  18,
WP, 12, 2026080200, 03, FNV3,  18, 239N, 1496E, 107,  940, XX,  34, NEQ,  202,  175,  157,  182,     ,     ,  19,
WP, 12, 2026080200, 03, FNV3,  18, 239N, 1496E, 107,  940, XX,  50, NEQ,  108,   97,   83,   96,     ,     ,  19,
WP, 12, 2026080200, 03, FNV3,  18, 239N, 1496E, 107,  940, XX,  64, NEQ,   60,   56,   47,   54,     ,     ,  19,
WP, 12, 2026080200, 03, FNV3,  24, 243N, 1482E, 105,  940, XX,  34, NEQ,  207,  183,  165,  187,     ,     ,  22,
WP, 12, 2026080200, 03, FNV3,  24, 243N, 1482E, 105,  940, XX,  50, NEQ,  108,   98,   85,   97,     ,     ,  22,
WP, 12, 2026080200, 03, FNV3,  24, 243N, 1482E, 105,  940, XX,  64, NEQ,   62,   58,   49,   54,     ,     ,  22,
WP, 12, 2026080200, 03, FNV3,  30, 247N, 1470E, 106,  940, XX,  34, NEQ,  218,  192,  173,  198,     ,     ,  22,
