# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 06, 2026092600, 03, FNV3,   0, 300N,  431W,  35, 1006, XX,  34, NEQ,   30,   20,     ,   30,     ,     ,  30,
AL, 06, 2026092600, 03, FNV3,   6, 300N,  434W,  31, 1011, XX,  34, NEQ,    5,    3,    1,    2,     ,     ,  41,
AL, 06, 2026092600, 03, FNV3,  12, 301N,  437W,  31, 1009, XX,  34, NEQ,    3,    2,    0,    2,     ,     ,  39,
AL, 06, 2026092600, 03, FNV3,  18, 300N,  440W,  29, 1010, XX,  34, NEQ,    1,    0,    0,    0,     ,     ,  41,
AL, 06, 2026092600, 03, FNV3,  24, 298N,  441W,  28, 1011, XX,  34, NEQ,    0,    0,    1,    0,     ,     ,  41,
AL, 06, 2026092600, 03, FNV3,  30, 296N,  442W,  28, 1011, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  42,
AL, 06, 2026092600, 03, FNV3,  36, 293N,  443W,  27, 1011, XX,  34, NEQ,    0,    1,    0,    0,     ,     ,  48,
AL, 06, 2026092600, 03, FNV3,  42, 288N,  443W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  47,
AL, 06, 2026092600, 03, FNV3,  48, 283N,  443W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  46,
AL, 06, 2026092600, 03, FNV3,  54, 278N,  447W,  30, 1010, XX,  34, NEQ,    6,    0,    0,    3,     ,     ,  47,
AL, 07, 2026092600, 03, FNV3,   0, 165N,  225W,  41, 1002, XX,  34, NEQ,  160,     ,     ,  120,     ,     ,  90,
AL, 07, 2026092600, 03, FNV3,   6, 174N,  228W,  40, 1004, XX,  34, NEQ,   98,   67,   50,   62,     ,     ,  70,
AL, 07, 2026092600, 03, FNV3,  12, 182N,  229W,  37, 1004, XX,  34, NEQ,   70,   48,   34,   43,     ,     ,  66,
AL, 07, 2026092600, 03, FNV3,  18, 189N,  231W,  36, 1004, XX,  34, NEQ,   48,   27,   20,   25,     ,     ,  61,
AL, 07, 2026092600, 03, FNV3,  24, 194N,  233W,  33, 1006, XX,  34, NEQ,   31,   18,   14,   16,     ,     ,  62,
AL, 07, 2026092600, 03, FNV3,  30, 201N,  234W,  31, 1006, XX,  34, NEQ,   16,    6,    3,    5,     ,     ,  59,
