# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 14, 2026091500, 03, WNV3,   0, 201N, 1399W,  35, 1005, XX,  34, NEQ,  120,     ,     ,     ,     ,     ,  80,
EP, 14, 2026091500, 03, WNV3,   6, 203N, 1413W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
EP, 14, 2026091500, 03, WNV3,  12, 203N, 1424W,  26, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  56,
EP, 14, 2026091500, 03, WNV3,  18, 204N, 1438W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  63,
EP, 14, 2026091500, 03, WNV3,  24, 204N, 1452W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  69,
EP, 14, 2026091500, 03, WNV3,  30, 205N, 1468W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  57,
EP, 15, 2026091500, 03, WNV3,   0, 165N, 1211W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
EP, 15, 2026091500, 03, WNV3,   6, 163N, 1220W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
EP, 15, 2026091500, 03, WNV3,  12, 162N, 1230W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  67,
EP, 15, 2026091500, 03, WNV3,  18, 160N, 1239W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  66,
EP, 15, 2026091500, 03, WNV3,  24, 158N, 1249W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  66,
EP, 15, 2026091500, 03, WNV3,  30, 156N, 1259W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  66,
EP, 15, 2026091500, 03, WNV3,  36, 156N, 1270W,  27, 1004, XX,  34, NEQ,    3,    1,    1,    1,     ,     ,  56,
EP, 15, 2026091500, 03, WNV3,  42, 155N, 1282W,  26, 1005, XX,  34, NEQ,    2,    0,    0,    0,     ,     ,  61,
EP, 15, 2026091500, 03, WNV3,  48, 155N, 1296W,  26, 1004, XX,  34, NEQ,    2,    1,    0,    1,     ,     ,  67,
WP, 90, 2026091500, 03, WNV3,   0, 151N, 1509E,  25, 1002, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  80,
WP, 90, 2026091500, 03, WNV3,   6, 149N, 1499E,  21, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  58,
WP, 90, 2026091500, 03, WNV3,  12, 149N, 1496E,  23, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
WP, 90, 2026091500, 03, WNV3,  18, 150N, 1493E,  24, 1001, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  62,
WP, 90, 2026091500, 03, WNV3,  24, 154N, 1495E,  28,  999, XX,  34, NEQ,    3,    2,    2,    1,     ,     ,  58,
WP, 90, 2026091500, 03, WNV3,  30, 165N, 1497E,  30,  998, XX,  34, NEQ,    7,   12,    6,    5,     ,     ,  62,
WP, 90, 2026091500, 03, WNV3,  36, 179N, 1500E,  35,  996, XX,  34, NEQ,   43,   44,   30,   31,     ,     ,  54,
WP, 90, 2026091500, 03, WNV3,  42, 194N, 1500E,  41,  992, XX,  34, NEQ,   89,   89,   63,   69,     ,     ,  56,
WP, 90, 2026091500, 03, WNV3,  42, 194N, 1500E,  41,  992, XX,  50, NEQ,    4,    3,    2,    2,     ,     ,  56,
WP, 90, 2026091500, 03, WNV3,  48, 210N, 1495E,  47,  990, XX,  34, NEQ,  133,  128,   94,  105,     ,     ,  53,
