# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 04, 2026070212, 03, FNV3,   0, 171N, 1271W,  35, 1003, XX,  34, NEQ,   80,   80,     ,   80,     ,     ,  60,
EP, 04, 2026070212, 03, FNV3,   6, 174N, 1275W,  36, 1002, XX,  34, NEQ,   50,   33,   24,   28,     ,     ,  52,
EP, 04, 2026070212, 03, FNV3,  12, 181N, 1276W,  37, 1001, XX,  34, NEQ,   65,   42,   30,   38,     ,     ,  56,
EP, 04, 2026070212, 03, FNV3,  18, 187N, 1278W,  36, 1002, XX,  34, NEQ,   53,   39,   30,   35,     ,     ,  57,
EP, 04, 2026070212, 03, FNV3,  24, 194N, 1280W,  35, 1002, XX,  34, NEQ,   49,   35,   27,   30,     ,     ,  62,
EP, 04, 2026070212, 03, FNV3,  30, 200N, 1282W,  31, 1004, XX,  34, NEQ,   14,    5,    3,    4,     ,     ,  54,
EP, 04, 2026070212, 03, FNV3,  36, 205N, 1284W,  30, 1004, XX,  34, NEQ,   10,    8,    6,    7,     ,     ,  55,
EP, 04, 2026070212, 03, FNV3,  42, 210N, 1286W,  29, 1005, XX,  34, NEQ,    3,    1,    1,    1,     ,     ,  55,
EP, 04, 2026070212, 03, FNV3,  48, 215N, 1290W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  58,
EP, 04, 2026070212, 03, FNV3,  54, 221N, 1295W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  54,
EP, 04, 2026070212, 03, FNV3,  60, 227N, 1296W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  53,
EP, 04, 2026070212, 03, FNV3,  66, 232N, 1299W,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
EP, 04, 2026070212, 03, FNV3,  72, 238N, 1304W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  51,
EP, 04, 2026070212, 03, FNV3,  78, 242N, 1308W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  50,
EP, 04, 2026070212, 03, FNV3,  84, 247N, 1311W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  55,
WP, 09, 2026070212, 03, FNV3,   0, 123N, 1580E,  54,  993, XX,  34, NEQ,  140,   70,   60,  110,     ,     ,  30,
WP, 09, 2026070212, 03, FNV3,   6, 125N, 1567E,  69,  980, XX,  34, NEQ,   92,   75,   59,   79,     ,     ,  12,
WP, 09, 2026070212, 03, FNV3,   6, 125N, 1567E,  69,  980, XX,  50, NEQ,   34,   25,   19,   26,     ,     ,  12,
WP, 09, 2026070212, 03, FNV3,   6, 125N, 1567E,  69,  980, XX,  64, NEQ,   10,    8,    7,    8,     ,     ,  12,
WP, 09, 2026070212, 03, FNV3,  12, 126N, 1556E,  75,  976, XX,  34, NEQ,  103,   83,   69,   90,     ,     ,  15,
WP, 09, 2026070212, 03, FNV3,  12, 126N, 1556E,  75,  976, XX,  50, NEQ,   42,   34,   27,   35,     ,     ,  15,
WP, 09, 2026070212, 03, FNV3,  12, 126N, 1556E,  75,  976, XX,  64, NEQ,   16,   11,    9,   12,     ,     ,  15,
WP, 09, 2026070212, 03, FNV3,  18, 127N, 1545E,  85,  969, XX,  34, NEQ,  106,   87,   75,   95,     ,     ,  11,
WP, 09, 2026070212, 03, FNV3,  18, 127N, 1545E,  85,  969, XX,  50, NEQ,   49,   39,   32,   41,     ,     ,  11,
WP, 09, 2026070212, 03, FNV3,  18, 127N, 1545E,  85,  969, XX,  64, NEQ,   22,   18,   15,   18,     ,     ,  11,
WP, 09, 2026070212, 03, FNV3,  24, 127N, 1535E,  99,  957, XX,  34, NEQ,  112,   91,   84,  105,     ,     ,  11,
WP, 09, 2026070212, 03, FNV3,  24, 127N, 1535E,  99,  957, XX,  50, NEQ,   49,   41,   34,   44,     ,     ,  11,
