# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
EP, 14, 2026091406, 03, WNV3,   0, 192N, 1358W,  35, 1005, XX,  34, NEQ,   60,   10,   20,   70,     ,     ,  45,
EP, 14, 2026091406, 03, WNV3,   6, 194N, 1369W,  37, 1003, XX,  34, NEQ,   44,   22,    9,   23,     ,     ,  40,
EP, 14, 2026091406, 03, WNV3,  12, 196N, 1382W,  33, 1004, XX,  34, NEQ,   19,    6,    2,    7,     ,     ,  43,
EP, 14, 2026091406, 03, WNV3,  18, 198N, 1397W,  29, 1006, XX,  34, NEQ,    4,    1,    1,    1,     ,     ,  49,
EP, 14, 2026091406, 03, WNV3,  24, 200N, 1412W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  56,
EP, 14, 2026091406, 03, WNV3,  30, 202N, 1425W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  57,
EP, 14, 2026091406, 03, WNV3,  36, 203N, 1438W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  58,
EP, 14, 2026091406, 03, WNV3,  42, 203N, 1453W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  66,
EP, 15, 2026091406, 03, WNV3,   0, 166N, 1185W,  29, 1006, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  60,
EP, 15, 2026091406, 03, WNV3,   6, 169N, 1190W,  31, 1004, XX,  34, NEQ,    9,    1,    0,    1,     ,     ,  55,
EP, 15, 2026091406, 03, WNV3,  12, 167N, 1199W,  31, 1004, XX,  34, NEQ,    4,    3,    1,    2,     ,     ,  55,
EP, 15, 2026091406, 03, WNV3,  18, 165N, 1209W,  30, 1004, XX,  34, NEQ,    4,    1,    1,    1,     ,     ,  55,
EP, 15, 2026091406, 03, WNV3,  24, 164N, 1219W,  29, 1005, XX,  34, NEQ,    3,    0,    0,    0,     ,     ,  64,
