# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
WP, 10, 2025072418, 03, FNV3,   0, 269N, 1249E,  35,  991, XX,  34, NEQ,  125,    0,    0,  100,     ,     ,  55,
WP, 10, 2025072418, 03, FNV3,   6, 265N, 1240E,  31,  994, XX,  34, NEQ,    6,    4,    3,    4,     ,     ,  55,
WP, 10, 2025072418, 03, FNV3,  12, 263N, 1230E,  27,  995, XX,  34, NEQ,    6,    5,    6,    6,     ,     ,  51,
WP, 10, 2025072418, 03, FNV3,  18, 257N, 1224E,  28,  996, XX,  34, NEQ,    2,    2,    2,    2,     ,     ,  54,
WP, 10, 2025072418, 03, FNV3,  24, 255N, 1222E,  26,  997, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  49,
WP, 10, 2025072418, 03, FNV3,  30, 260N, 1231E,  24,  998, XX,  34, NEQ,    1,    1,    1,    1,     ,     ,  51,
WP, 10, 2025072418, 03, FNV3,  36, 268N, 1249E,  25,  998, XX,  34, NEQ,    2,    2,    2,    1,     ,     ,  46,
WP, 10, 2025072418, 03, FNV3,  42, 276N, 1266E,  26,  997, XX,  34, NEQ,    2,    2,    1,    1,     ,     ,  48,
WP, 10, 2025072418, 03, FNV3,  48, 283N, 1279E,  28,  995, XX,  34, NEQ,    8,    8,    6,    6,     ,     ,  53,
WP, 10, 2025072418, 03, FNV3,  54, 286N, 1280E,  29,  995, XX,  34, NEQ,    5,    5,    4,    4,     ,     ,  50,
WP, 10, 2025072418, 03, FNV3,  60, 288N, 1272E,  29,  994, XX,  34, NEQ,   14,   13,   12,   12,     ,     ,  53,
WP, 10, 2025072418, 03, FNV3,  66, 289N, 1262E,  30,  993, XX,  34, NEQ,   11,    9,    7,    9,     ,     ,  54,
WP, 10, 2025072418, 03, FNV3,  66, 289N, 1262E,  30,  993, XX,  50, NEQ,    1,    1,    1,    1,     ,     ,  54,
WP, 10, 2025072418, 03, FNV3,  72, 290N, 1251E,  31,  992, XX,  34, NEQ,   18,   16,   13,   14,     ,     ,  49,
